Index,Highest Charting Position,Number of Times Charted,Week of Highest Charting,Song Name,Streams,Artist,Artist Followers,Genre,Release Date,Popularity,Duration (ms),Chord
1296,45,4,2020-02-28--2020-03-06,Soliá,"4,516,243",Bad Bunny,36177712,"['latin', 'reggaeton', 'trap latino']",2020-02-29,72,159282,D
1297,55,4,2020-02-28--2020-03-06,Está Cabrón Ser Yo,"4,438,261","Bad Bunny, Anuel AA",36177712,"['latin', 'reggaeton', 'trap latino']",2020-02-29,69,227939,A#/Bb
1298,61,1,2020-03-13--2020-03-20,Bean (Kobe) [feat. Chief Keef],"9,039,518",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",2020-03-13,67,238816,C
1299,68,1,2020-03-13--2020-03-20,Yessirskiii,"8,374,259","Lil Uzi Vert, 21 Savage",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",2020-03-13,70,219340,G#/Ab
1300,104,1,2020-03-13--2020-03-20,Cardigan,"6,586,204",Don Toliver,1606884,"['rap', 'trap']",2020-03-13,70,158709,E
1301,36,2,2020-03-06--2020-03-13,Silly Watch,"6,442,451",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",2020-03-06,65,195692,G#/Ab
1302,70,3,2020-02-28--2020-03-06,Hablamos Mañana,"6,105,711","Bad Bunny, Duki, Pablo Chill-E",36177712,"['latin', 'reggaeton', 'trap latino']",2020-02-29,69,240253,C#/Db
1303,126,1,2020-03-13--2020-03-20,Lotus,"6,017,103",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",2020-03-13,58,193861,G#/Ab
1304,126,2,2020-03-06--2020-03-13,Lettre à une femme,"5,895,243",Ninho,4764552,"['french hip hop', 'pop urbaine', 'rap francais']",2020-03-07,54,157766,C#/Db
1305,57,3,2020-02-28--2020-03-06,Que Malo,"5,544,180","Bad Bunny, Ñengo Flow",36177712,"['latin', 'reggaeton', 'trap latino']",2020-02-29,69,167975,G
1306,147,1,2020-03-13--2020-03-20,Leaders (feat. NAV),"5,496,780",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",2020-03-13,60,194844,C
1307,149,1,2020-03-13--2020-03-20,Strawberry Peels (feat. Young Thug & Gunna),"5,468,083",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",2020-03-13,59,115350,A#/Bb
1308,60,3,2020-02-28--2020-03-06,La Zona,"5,440,382",Bad Bunny,36177712,"['latin', 'reggaeton', 'trap latino']",2020-02-29,69,136893,C#/Db
1309,153,1,2020-03-13--2020-03-20,Wassup (feat. Future),"5,415,044",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",2020-03-13,57,193314,F
1310,69,3,2020-02-28--2020-03-06,Una Vez,"5,411,302","Bad Bunny, Mora",36177712,"['latin', 'reggaeton', 'trap latino']",2020-02-29,77,232496,B
1311,158,1,2020-03-13--2020-03-20,Moon Relate,"5,324,545",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",2020-03-13,58,181826,G
1312,163,1,2020-03-13--2020-03-20,Black And White,"5,204,120",Niall Horan,7564659,"['dance pop', 'pop', 'post-teen pop']",2020-03-13,75,193090,D
1313,81,3,2020-02-28--2020-03-06,The Other Side (from Trolls World Tour),"5,193,927","SZA, Justin Timberlake",5888533,"['pop', 'pop rap', 'r&b']",2020-02-26,68,188187,G
1314,53,12,2020-01-03--2020-01-10,Whine Up,"5,130,783","Nicky Jam, Anuel AA",14831925,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",2019-11-01,70,215460,A
1315,37,12,2020-01-03--2020-01-10,Ayy Macarena,"5,046,905",Tyga,6298789,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2019-11-13,74,131607,D
1316,177,1,2020-03-13--2020-03-20,Trap This Way (This Way),"5,043,990",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",2020-03-13,59,185439,D
1317,113,2,2020-03-06--2020-03-13,Who (feat. BTS),"5,004,752",Lauv,4442273,"['dance pop', 'electropop', 'pop', 'post-teen pop']",2020-03-06,74,180413,B
1318,51,2,2020-03-06--2020-03-13,Homecoming,"4,988,839",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",2020-03-06,63,213885,A
1319,184,1,2020-03-13--2020-03-20,Got The Guap (feat. Young Thug),"4,946,997",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",2020-03-13,58,176756,G#/Ab
1320,53,2,2020-03-06--2020-03-13,Prices,"4,898,167",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",2020-03-06,65,233333,G
1321,188,1,2020-03-13--2020-03-20,I Can Show You,"4,831,405",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",2020-03-13,57,120076,A#/Bb
1322,52,2,2020-03-06--2020-03-13,I'm Sorry,"4,818,039",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",2020-03-06,60,211883,C#/Db
1323,19,9,2020-01-17--2020-01-24,Black Swan,"4,802,069",BTS,37151476,"['k-pop', 'k-pop boy group']",2020-02-21,70,198261,D
1324,192,1,2020-03-13--2020-03-20,Bad Child,"4,787,180",Tones And I,1251372,[],2021-08-13,0,221467,F#/Gb
1325,61,12,2019-12-27--2020-01-03,Adicto (with Anuel AA & Ozuna),"4,785,720",Tainy,509411,"['latin', 'latin hip hop', 'latin pop', 'pop reggaeton', 'reggaeton', 'reggaeton flow', 'trap latino']",2019-08-22,75,270741,A#/Bb
1326,66,3,2020-02-28--2020-03-06,<3,"4,755,477",Bad Bunny,36177712,"['latin', 'reggaeton', 'trap latino']",2020-02-29,69,157967,A#/Bb
1327,198,1,2020-03-13--2020-03-20,"Bad Girls, Good Vibes","4,752,181",Ufo361,1700759,"['german cloud rap', 'german hip hop']",2020-03-13,53,107446,G
1328,120,5,2020-01-31--2020-02-07,Liberdade Provisória - Ao Vivo,"4,730,891",Henrique & Juliano,13312073,"['sertanejo pop', 'sertanejo universitario']",2020-01-31,58,187986,C#/Db
1329,60,1,2020-03-06--2020-03-13,POP,"10,484,727",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",2020-03-06,58,227474,C#/Db
1330,61,1,2020-03-06--2020-03-13,Celebration Station,"10,396,969",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",2020-03-06,61,195058,F#/Gb
1331,64,1,2020-03-06--2020-03-13,Bigger Than Life,"9,974,143",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",2020-03-06,62,192705,G#/Ab
1332,68,1,2020-03-06--2020-03-13,Venetia,"9,824,605",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",2020-03-06,63,188800,A
1333,73,1,2020-03-06--2020-03-13,You Better Move,"9,533,898",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",2020-03-06,60,196639,G#/Ab
1334,93,1,2020-03-06--2020-03-13,Chrome Heart Tags,"8,219,307",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",2020-03-06,57,212821,C
1335,102,1,2020-03-06--2020-03-13,Bust Me,"7,828,045",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",2020-03-06,57,194452,B
1336,46,2,2020-02-28--2020-03-06,René,"7,240,117",Residente,878491,['venezuelan hip hop'],2020-02-27,65,457592,C
1337,122,1,2020-03-06--2020-03-13,Secure The Bag,"7,053,947",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",2020-03-06,57,238425,C
1338,140,1,2020-03-06--2020-03-13,Urgency (feat. Syd),"6,224,412",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",2020-03-06,53,181161,C#/Db
1339,34,3,2020-02-21--2020-02-28,ON (Feat. Sia),"6,219,276",BTS,37151476,"['k-pop', 'k-pop boy group']",2020-02-21,64,246816,A
1340,99,2,2020-02-28--2020-03-06,P FKN R,"6,041,127","Bad Bunny, Kendo Kaponi, Arcangel",36177712,"['latin', 'reggaeton', 'trap latino']",2020-02-29,66,258280,F
1341,108,3,2020-02-21--2020-02-28,Modern Loneliness,"6,020,508",Lauv,4442273,"['dance pop', 'electropop', 'pop', 'post-teen pop']",2020-03-06,68,252337,G#/Ab
1342,65,2,2020-02-28--2020-03-06,Heatin Up (feat. Gunna),"6,004,839",Lil Baby,7816213,"['atl hip hop', 'atl trap', 'rap', 'trap']",2020-02-28,66,177314,C#/Db
1343,159,1,2020-03-06--2020-03-13,SKYBOX,"5,846,484",Gunna,3337982,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']",2020-03-06,59,178097,C#/Db
1344,167,1,2020-03-06--2020-03-13,Young & Alive,"5,578,323",Bazzi,4421378,"['dance pop', 'electropop', 'pop', 'post-teen pop']",2020-03-05,71,160465,D#/Eb
1345,169,2,2020-03-06--2020-03-13,i'm so tired...,"5,547,770","Lauv, Troye Sivan",4442273,"['dance pop', 'electropop', 'pop', 'post-teen pop']",2020-03-06,77,162583,B
1346,53,4,2020-02-14--2020-02-21,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)","5,487,069",A Boogie Wit da Hoodie,5865895,"['melodic rap', 'pop rap', 'rap', 'trap']",2020-02-14,68,188563,B
1347,105,6,2020-02-14--2020-02-21,Girl,"5,434,180",Myke Towers,6161098,['trap latino'],2020-01-24,72,186427,F#/Gb
1348,104,2,2020-02-28--2020-03-06,Puesto Pa' Guerrial,"5,359,969","Bad Bunny, Myke Towers",36177712,"['latin', 'reggaeton', 'trap latino']",2020-02-29,64,190207,E
1349,114,5,2020-02-14--2020-02-21,Definitivamente,"5,325,447","Daddy Yankee, Sech",23936368,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",2020-01-31,66,217773,G#/Ab
1350,41,11,2020-01-03--2020-01-10,South of the Border (feat. Camila Cabello & Cardi B),"5,315,827",Ed Sheeran,83337783,"['pop', 'uk pop']",2019-07-12,77,204467,A
1351,190,1,2020-03-06--2020-03-13,I Fall Apart,"5,251,918",Post Malone,33663701,"['dfw rap', 'melodic rap', 'rap']",2016-12-09,80,223347,G#/Ab
1352,191,1,2020-03-06--2020-03-13,"fuck, i'm lonely (with Anne-Marie)","5,226,991",Lauv,4442273,"['dance pop', 'electropop', 'pop', 'post-teen pop']",2020-03-06,74,198973,A
1353,78,11,2019-12-27--2020-01-03,Aventura,"5,206,102","Lunay, Ozuna, Anuel AA",4963516,"['latin', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino']",2019-10-25,68,217130,F
1354,12,9,2020-01-10--2020-01-17,Rare,"5,195,842",Selena Gomez,28931149,"['dance pop', 'pop', 'post-teen pop']",2020-01-10,68,220590,F
1355,69,11,2020-01-10--2020-01-17,VIBEZ,"5,121,486",DaBaby,7601122,"['north carolina hip hop', 'rap']",2019-09-27,75,144935,C#/Db
1356,69,7,2020-01-03--2020-01-10,Mean It,"5,110,064","Lauv, LANY",4442273,"['dance pop', 'electropop', 'pop', 'post-teen pop']",2020-03-06,72,232853,G
1357,49,1,2020-02-28--2020-03-06,That Way,"12,059,592",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",2020-03-01,67,212354,G
1358,106,1,2020-02-28--2020-03-06,Live Off My Closet (feat. Future),"7,410,327",Lil Baby,7816213,"['atl hip hop', 'atl trap', 'rap', 'trap']",2020-02-28,59,173061,F#/Gb
1359,123,1,2020-02-28--2020-03-06,Commercial (feat. Lil Uzi Vert),"6,540,577",Lil Baby,7816213,"['atl hip hop', 'atl trap', 'rap', 'trap']",2020-02-28,67,214215,B
1360,75,6,2020-01-10--2020-01-17,Sum 2 Prove,"6,497,610",Lil Baby,7816213,"['atl hip hop', 'atl trap', 'rap', 'trap']",2020-01-10,71,205760,E
1361,47,2,2020-02-21--2020-02-28,Filter,"5,913,946",BTS,37151476,"['k-pop', 'k-pop boy group']",2020-02-21,79,180221,A#/Bb
1362,151,1,2020-02-28--2020-03-06,Matrix,"5,724,739",Apache 207,1674348,['german hip hop'],2020-02-24,55,183793,A
1363,91,10,2020-01-31--2020-02-07,Bellaquita - Remix,"5,676,621","Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles",3600989,"['latin', 'r&b en espanol', 'reggaeton', 'trap latino']",2019-11-22,67,304733,C#/Db
1364,139,9,2020-01-10--2020-01-17,Infeliz,"5,490,386","Arcangel, Bad Bunny",6671084,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",2019-12-20,72,221103,C#/Db
1365,60,10,2019-12-27--2020-01-03,Que Tire Pa Lante,"5,436,773",Daddy Yankee,23936368,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",2019-10-18,72,210520,G
1366,32,10,2020-01-03--2020-01-10,Futsal Shuffle 2020,"5,386,512",Lil Uzi Vert,11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",2019-12-12,67,198913,G
1367,123,8,2020-01-31--2020-02-07,GOODMORNINGTOKYO!,"5,286,044",TOKYO’S REVENGE,313480,"['meme rap', 'sad rap', 'vapor trap', 'viral rap']",2019-10-18,74,150115,E
1368,58,10,2020-01-03--2020-01-10,Own It (feat. Ed Sheeran & Burna Boy),"5,273,046",Stormzy,2317758,"['grime', 'uk hip hop']",2019-12-13,72,216707,G
1369,128,2,2020-02-21--2020-02-28,"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix","5,260,351",Future,10491105,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2020-02-15,61,315346,F
1370,58,2,2020-02-21--2020-02-28,My Time,"5,212,053",BTS,37151476,"['k-pop', 'k-pop boy group']",2020-02-21,74,234458,C
1371,184,1,2020-02-28--2020-03-06,100k Cash,"5,192,813","Capital Bra, Samra",4093115,['german hip hop'],2020-02-27,52,173353,A#/Bb
1372,185,1,2020-02-28--2020-03-06,Drown (feat. Clinton Kane),"5,186,141",Martin Garrix,14921269,"['dance pop', 'dutch edm', 'edm', 'pop', 'pop dance', 'progressive house', 'tropical house']",2020-02-27,74,174062,A
1373,103,7,2020-01-24--2020-01-31,me & ur ghost,"5,184,069",blackbear,4272745,"['electropop', 'pop', 'pop rap']",2020-08-21,71,201398,G
1374,146,8,2019-12-27--2020-01-03,QUE PRETENDES,"5,141,047","J Balvin, Bad Bunny",29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",2019-06-28,77,222347,A#/Bb
1375,140,9,2020-01-31--2020-02-07,You Need To Calm Down,"5,115,153",Taylor Swift,42227614,"['pop', 'post-teen pop']",2019-08-23,78,171360,D
1376,90,10,2019-12-27--2020-01-03,Quizas,"5,112,244","Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion",206225,"['latin', 'reggaeton', 'trap latino']",2019-10-11,73,216067,D#/Eb
1377,106,10,2019-12-27--2020-01-03,Soltera - Remix,"5,078,459","Lunay, Daddy Yankee, Bad Bunny",4963516,"['latin', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino']",2019-05-10,75,266087,F
1378,46,9,2020-01-03--2020-01-10,Trampoline (with ZAYN),"5,075,520",SHAED,139434,"['electropop', 'pop']",2019-09-26,73,184280,G
1379,82,10,2019-12-27--2020-01-03,Truth Hurts,"5,024,683",Lizzo,3991674,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'pop rap', 'post-teen pop', 'trap queen']",2019-04-19,77,173325,E
1380,91,10,2020-01-24--2020-01-31,bury a friend,"5,020,303",Billie Eilish,1251372,[],2021-08-13,1,193143,G#/Ab
1381,54,1,2020-02-21--2020-02-28,Louder than bombs,"10,016,907",BTS,37151476,"['k-pop', 'k-pop boy group']",2020-02-21,72,217404,C
1382,56,1,2020-02-21--2020-02-28,UGH!,"9,991,177",BTS,37151476,"['k-pop', 'k-pop boy group']",2020-02-21,72,225012,A#/Bb
1383,67,1,2020-02-21--2020-02-28,00:00 (Zero O’Clock),"9,372,219",BTS,37151476,"['k-pop', 'k-pop boy group']",2020-02-21,72,250296,C#/Db
1384,74,1,2020-02-21--2020-02-28,Friends,"8,822,365",BTS,37151476,"['k-pop', 'k-pop boy group']",2020-02-21,72,199339,C#/Db
1385,75,1,2020-02-21--2020-02-28,We are Bulletproof : the Eternal,"8,516,710",BTS,37151476,"['k-pop', 'k-pop boy group']",2020-02-21,72,261543,A
1386,79,1,2020-02-21--2020-02-28,Inner Child,"8,312,399",BTS,37151476,"['k-pop', 'k-pop boy group']",2020-02-21,71,233266,B
1387,84,1,2020-02-21--2020-02-28,Moon,"7,850,129",BTS,37151476,"['k-pop', 'k-pop boy group']",2020-02-21,72,208590,F#/Gb
1388,104,1,2020-02-21--2020-02-28,Outro : Ego,"6,857,808",BTS,37151476,"['k-pop', 'k-pop boy group']",2020-02-21,69,196199,C
1389,109,1,2020-02-21--2020-02-28,Interlude : Shadow,"6,655,856",BTS,37151476,"['k-pop', 'k-pop boy group']",2020-02-21,68,259821,A
1390,120,1,2020-02-21--2020-02-28,Respect,"6,373,954",BTS,37151476,"['k-pop', 'k-pop boy group']",2020-02-21,67,237540,C
1391,154,4,2020-02-21--2020-02-28,Tudo Ok,"5,510,844","Thiaguinho MT, Mila, JS o Mão de Ouro",28017,"['brega funk', 'funk carioca']",2019-11-15,57,178500,B
1392,128,9,2020-01-10--2020-01-17,Perreo en La Luna,"5,135,469","Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",206225,"['latin', 'reggaeton', 'trap latino']",2019-10-11,66,218587,C#/Db
1393,129,3,2020-02-07--2020-02-14,"Lose Yourself - From ""8 Mile"" Soundtrack","5,118,004",Eminem,46814751,"['detroit hip hop', 'hip hop', 'rap']",2005-12-06,75,326467,D
1394,118,8,2020-01-24--2020-01-31,all the good girls go to hell,"5,074,485",Billie Eilish,47061119,"['electropop', 'pop']",2019-03-29,75,168840,G#/Ab
1395,155,4,2019-12-27--2020-01-03,SENTADÃO,"5,013,019","PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro",1050520,['funk carioca'],2019-11-22,64,143448,F#/Gb
1396,182,1,2020-02-21--2020-02-28,Lottery (Renegade),"4,994,448",K CAMP,1347589,"['atl hip hop', 'hip hop', 'melodic rap', 'pop r&b', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",2019-06-21,61,170947,C#/Db
1397,104,9,2020-01-03--2020-01-10,Si Te Vas,"4,954,292","Sech, Ozuna",8766508,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",2019-09-26,67,204907,C
1398,121,8,2019-12-27--2020-01-03,Que Calor (with J Balvin & El Alfa),"4,950,254","Major Lazer, Diplo",6223652,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap']",2019-12-13,29,206811,G#/Ab
1399,186,1,2020-02-21--2020-02-28,Rich Rich,"4,938,864",Ufo361,1700759,"['german cloud rap', 'german hip hop']",2020-04-24,50,204319,E
1400,86,9,2019-12-27--2020-01-03,Indeciso,"4,897,374","Reik, J Balvin, Lalo Ebratt",1251372,[],2021-08-09,0,217253,C
1401,148,6,2020-01-24--2020-01-31,i love you,"4,863,910",Billie Eilish,1251372,[],2021-08-13,2,291796,C
1402,196,1,2020-02-21--2020-02-28,Mejor,"4,851,895","Dalex, Sech",3600989,"['latin', 'r&b en espanol', 'reggaeton', 'trap latino']",2020-03-19,63,201361,D
1403,57,1,2020-02-14--2020-02-21,Give No Fxk,"9,652,399","Migos, Travis Scott, Young Thug",11692972,"['atl hip hop', 'pop rap', 'rap', 'trap']",2020-02-14,59,224243,C#/Db
1404,61,1,2020-02-14--2020-02-21,Come Around Me,"9,533,583",Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",2020-02-14,66,200773,D
1405,64,1,2020-02-14--2020-02-21,Habitual,"9,120,086",Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",2020-02-14,62,168200,E
1406,65,1,2020-02-14--2020-02-21,All Around Me,"9,010,535",Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",2020-02-14,63,136907,C
1407,72,1,2020-02-14--2020-02-21,Get Me (feat. Kehlani),"8,362,828",Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",2020-02-14,61,185427,F#/Gb
1408,79,1,2020-02-14--2020-02-21,Second Emotion (feat. Travis Scott),"8,109,572",Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",2020-02-14,61,202720,B
1409,85,1,2020-02-14--2020-02-21,Running Over (feat. Lil Dicky),"7,493,188",Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",2020-02-14,58,179627,B
1410,86,1,2020-02-14--2020-02-21,Available,"7,473,249",Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",2020-02-14,58,195333,D#/Eb
1411,96,1,2020-02-14--2020-02-21,Breathe Deeper,"7,142,364",Tame Impala,5064200,"['australian psych', 'neo-psychedelic']",2020-02-14,66,372867,B
1412,103,1,2020-02-14--2020-02-21,Changes,"6,865,229",Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",2020-02-14,62,135493,A
1413,116,1,2020-02-14--2020-02-21,Confirmation,"6,520,106",Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",2020-02-14,58,170587,G#/Ab
1414,122,1,2020-02-14--2020-02-21,Mios mit Bars,"6,341,141",Luciano,942380,"['german drill', 'german hip hop']",2020-02-13,57,232147,A
1415,135,1,2020-02-14--2020-02-21,E.T.A.,"6,008,945",Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",2020-02-14,58,176733,E
1416,139,1,2020-02-14--2020-02-21,Borderline,"5,921,044",Tame Impala,5064200,"['australian psych', 'neo-psychedelic']",2020-02-14,77,237800,F
1417,141,1,2020-02-14--2020-02-21,Take It Out On Me,"5,858,768",Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",2020-02-14,54,178013,G
1418,67,2,2020-02-07--2020-02-14,No Shame,"5,835,260",5 Seconds of Summer,7744095,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']",2020-03-27,62,192737,G
1419,160,1,2020-02-14--2020-02-21,Might Not Give Up (feat. Young Thug),"5,503,902",A Boogie Wit da Hoodie,5865895,"['melodic rap', 'pop rap', 'rap', 'trap']",2020-02-14,57,225266,D
1420,164,1,2020-02-14--2020-02-21,That's What Love Is,"5,440,037",Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",2020-02-14,59,165120,A
1421,80,4,2020-01-24--2020-01-31,Forever Yours - Avicii Tribute,"5,421,905","Kygo, Sandro Cavazza",1251372,[],2021-08-10,15,193847,A#/Bb
1422,68,3,2020-01-31--2020-02-07,Baby,"5,376,451","Joker Bra, VIZE",191521,['german hip hop'],2020-01-30,63,148125,C#/Db
1423,175,1,2020-02-14--2020-02-21,One More Year,"5,279,739",Tame Impala,5064200,"['australian psych', 'neo-psychedelic']",2020-02-14,56,324013,C#/Db
1424,14,6,2020-01-17--2020-01-24,Good News,"5,210,780",Mac Miller,6189454,"['hip hop', 'pittsburgh rap', 'rap']",2020-01-17,75,342040,C#/Db
1425,141,6,2020-01-24--2020-01-31,wish you were gay,"5,187,997",Billie Eilish,47061119,"['electropop', 'pop']",2019-03-29,76,221543,G
1426,61,3,2020-01-31--2020-02-07,Only The Young - Featured in Miss Americana,"5,111,068",Taylor Swift,42227614,"['pop', 'post-teen pop']",2020-01-31,63,157507,F
1427,187,1,2020-02-14--2020-02-21,Lost In Yesterday,"5,096,624",Tame Impala,5064200,"['australian psych', 'neo-psychedelic']",2020-02-14,69,249587,C#/Db
1428,193,1,2020-02-14--2020-02-21,At Least For Now,"5,033,764",Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",2020-02-14,54,149653,A
1429,167,4,2020-01-24--2020-01-31,you should see me in a crown,"4,988,054",Billie Eilish,1251372,[],2021-08-13,0,180567,E
1430,186,2,2020-02-07--2020-02-14,Too Good At Goodbyes,"4,984,764",Sam Smith,17097317,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",2017-11-03,72,201000,F
1431,7,1,2020-02-07--2020-02-14,Intentions,"28,509,534","Justin Bieber, Quavo",48544923,"['canadian pop', 'pop', 'post-teen pop']",2020-02-14,77,212867,A
1432,105,1,2020-02-07--2020-02-14,Yikes,"6,561,188",Nicki Minaj,22170982,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'queens hip hop']",2020-02-07,70,156882,G#/Ab
1433,66,7,2020-01-03--2020-01-10,Yellow Hearts,"6,554,824",Ant Saunders,82522,"['chill r&b', 'pop']",2019-06-18,70,223258,G
