Index,Highest Charting Position,Number of Times Charted,Week of Highest Charting,Song Name,Streams,Artist,Artist Followers,Genre,Release Date,Popularity,Duration (ms),Chord
417,197,1,2021-04-23--2021-04-30,When I Was Your Man,"4,945,935",Bruno Mars,32603394,"['dance pop', 'pop', 'post-teen pop']",2012-12-07,82,213827,C
418,73,11,2021-02-19--2021-02-26,LOCATION,"4,940,701","KAROL G, Anuel AA, J Balvin",1250353,[],2021-08-12,0,265240,A
419,177,7,2021-02-26--2021-03-05,Stressed Out,"4,913,147",Twenty One Pilots,20823062,"['modern rock', 'rock']",2015-05-15,83,202333,E
420,72,1,2021-04-16--2021-04-23,Ski,"7,753,784","Young Stoner Life, Young Thug, Gunna",61930,"['rap', 'trap']",2021-04-16,78,152333,G#/Ab
421,75,1,2021-04-16--2021-04-23,Diamonds Dancing (feat. Travis Scott),"7,515,766","Young Stoner Life, Young Thug, Gunna",61930,"['rap', 'trap']",2021-04-16,69,242600,E
422,8,5,2021-02-12--2021-02-19,Love Story (Taylor’s Version),"6,202,933",Taylor Swift,42227614,"['pop', 'post-teen pop']",2021-04-09,73,235767,D
423,107,14,2021-02-12--2021-02-19,"Ele É Ele, Eu Sou Eu","5,380,517","Wesley Safadão, Os Barões Da Pisadinha",9907270,['forro'],2020-11-12,73,155210,C#/Db
424,186,1,2021-04-16--2021-04-23,Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,"5,159,208",Os Barões Da Pisadinha,4271775,"['forro', 'piseiro']",2021-02-19,80,147876,G#/Ab
425,3,19,2020-12-11--2020-12-18,willow,"5,016,865",Taylor Swift,42227614,"['pop', 'post-teen pop']",2020-12-11,79,214707,G
426,104,16,2021-02-05--2021-02-12,Why'd You Only Call Me When You're High?,"4,976,405",Arctic Monkeys,12375514,"['garage rock', 'permanent wave', 'rock', 'sheffield indie']",2013-09-09,82,161124,D
427,18,18,2021-01-01--2021-01-08,Afterglow,"4,965,330",Ed Sheeran,1250353,[],2021-08-13,0,185487,B
428,43,29,2019-12-27--2020-01-03,LA CANCIÓN,"4,959,754","J Balvin, Bad Bunny",29051363,"['latin', 'reggaeton', 'reggaeton colombiano']",2019-06-28,83,242573,G
429,52,1,2021-04-09--2021-04-16,You Belong With Me (Taylor’s Version),"9,872,084",Taylor Swift,42227614,"['pop', 'post-teen pop']",2021-04-09,73,231124,F#/Gb
430,54,1,2021-04-09--2021-04-16,Fearless (Taylor’s Version),"9,676,024",Taylor Swift,42227614,"['pop', 'post-teen pop']",2021-04-09,69,241592,F
431,68,1,2021-04-09--2021-04-16,X Gon' Give It To Ya,"8,638,360",DMX,2815928,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']",2007-06-12,73,217587,A#/Bb
432,80,1,2021-04-09--2021-04-16,Fifteen (Taylor’s Version),"7,852,063",Taylor Swift,42227614,"['pop', 'post-teen pop']",2021-04-09,66,294419,G
433,84,1,2021-04-09--2021-04-16,The Way I Loved You (Taylor’s Version),"7,736,262",Taylor Swift,42227614,"['pop', 'post-teen pop']",2021-04-09,72,243137,F
434,51,3,2021-03-26--2021-04-02,You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),"7,712,896",Taylor Swift,42227614,"['pop', 'post-teen pop']",2021-03-26,65,220839,D
435,93,1,2021-04-09--2021-04-16,Hey Stephen (Taylor’s Version),"7,385,864",Taylor Swift,42227614,"['pop', 'post-teen pop']",2021-04-09,66,254255,F#/Gb
436,102,1,2021-04-09--2021-04-16,White Horse (Taylor’s Version),"7,039,222",Taylor Swift,42227614,"['pop', 'post-teen pop']",2021-04-09,65,234516,C
437,114,1,2021-04-09--2021-04-16,Forever & Always (Taylor’s Version),"6,566,059",Taylor Swift,42227614,"['pop', 'post-teen pop']",2021-04-09,66,225328,A#/Bb
438,119,1,2021-04-09--2021-04-16,Breathe (feat. Colbie Caillat) (Taylor’s Version),"6,508,683",Taylor Swift,42227614,"['pop', 'post-teen pop']",2021-04-09,64,263377,C#/Db
439,139,1,2021-04-09--2021-04-16,Ruff Ryders' Anthem,"5,988,511",DMX,2815928,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']",1998-05-01,72,214440,A#/Bb
440,146,1,2021-04-09--2021-04-16,That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),"5,889,939",Taylor Swift,42227614,"['pop', 'post-teen pop']",2021-04-09,67,189496,F
441,147,1,2021-04-09--2021-04-16,Tell Me Why (Taylor’s Version),"5,885,151",Taylor Swift,42227614,"['pop', 'post-teen pop']",2021-04-09,63,200576,G
442,148,1,2021-04-09--2021-04-16,You’re Not Sorry (Taylor’s Version),"5,860,405",Taylor Swift,42227614,"['pop', 'post-teen pop']",2021-04-09,64,261843,F#/Gb
443,40,25,2021-01-01--2021-01-08,Chica Ideal,"5,217,052","Sebastian Yatra, Guaynaa",1250353,[],2021-08-09,0,183240,C
444,15,32,2020-10-16--2020-10-23,Relación - Remix,"5,206,614","Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko",8758283,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",2020-09-04,80,247308,F
445,192,1,2021-04-09--2021-04-16,Don’t You (Taylor’s Version) (From The Vault),"5,197,564",Taylor Swift,42227614,"['pop', 'post-teen pop']",2021-04-09,65,208609,D#/Eb
446,195,1,2021-04-09--2021-04-16,We Were Happy (Taylor’s Version) (From The Vault),"5,189,423",Taylor Swift,42227614,"['pop', 'post-teen pop']",2021-04-09,64,244237,C
447,153,2,2021-04-02--2021-04-09,WACHA,"5,172,999","KHEA, Duki",3198705,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste']",2021-04-01,75,206360,D#/Eb
448,132,1,2021-04-02--2021-04-09,Dancing With The Devil,"5,836,326",Demi Lovato,20338833,"['dance pop', 'pop', 'post-teen pop']",2021-03-26,66,243992,G#/Ab
449,26,4,2021-03-12--2021-03-19,Gone,"5,427,638",ROSÉ,1099480,[],2021-03-12,71,207164,F#/Gb
450,160,3,2021-04-02--2021-04-09,What Other People Say,"5,413,003","Sam Fischer, Demi Lovato",122746,"['alt z', 'australian pop', 'dance pop', 'indie cafe pop', 'pop', 'post-teen pop', 'uk pop']",2021-02-04,77,194890,G
451,88,31,2021-01-29--2021-02-05,Hello (feat. A Boogie Wit da Hoodie),"5,323,062",Pop Smoke,6852509,['brooklyn drill'],2020-07-20,82,190534,A#/Bb
452,91,12,2021-02-26--2021-03-05,Hasta Abajo,"5,269,163","Kevin Roldan, Bryant Myers, Lyanno",4026643,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton colombiano', 'reggaeton flow', 'trap latino']",2019-10-04,77,229827,F
453,30,37,2020-10-23--2020-10-30,Take You Dancing,"5,176,493",Jason Derulo,9778632,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",2020-07-22,82,190306,D
454,28,3,2021-03-19--2021-03-26,Unstable (feat. The Kid LAROI),"5,137,645",Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",2021-03-19,74,158324,E
455,2,48,2020-05-08--2020-05-15,Stuck with U (with Justin Bieber),"5,094,660",Ariana Grande,67208170,"['dance pop', 'pop', 'post-teen pop']",2020-05-08,84,228482,G#/Ab
456,120,15,2021-03-05--2021-03-12,Hayloft,"5,086,382",Mother Mother,2110870,"['indie pop', 'vancouver indie']",2008-09-23,81,181680,A
457,191,1,2021-04-02--2021-04-09,Esquema Preferido (feat. Tarcísio do Acordeon),"5,078,174",DJ Ivis,342930,['piseiro'],2020-11-26,73,190680,F
458,75,5,2021-03-05--2021-03-12,Además de Mí - Remix,"5,060,336","Rusherking, KHEA, Duki, Maria Becerra, LIT killah, Tiago PZK",301217,"['trap argentino', 'trap latino', 'trap triste']",2021-03-04,78,330040,F#/Gb
459,193,3,2021-03-19--2021-03-26,Payphone,"5,052,717","Maroon 5, Wiz Khalifa",32279979,"['pop', 'pop rock']",2012-01-01,74,231387,E
460,50,3,2021-03-19--2021-03-26,Ghost,"5,013,450",Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",2021-03-19,71,153190,D
461,37,3,2021-03-19--2021-03-26,Off My Face,"5,004,111",Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",2021-03-19,75,156468,E
462,140,13,2021-01-01--2021-01-08,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track","4,972,518",Jack Harlow,1053324,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",2020-12-11,73,227478,B
463,188,3,2021-02-26--2021-03-05,Take on Me,"4,969,662",a-ha,1560784,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'soft rock', 'synthpop']",1985-06-01,84,225280,F#/Gb
464,45,18,2021-01-01--2021-01-08,BEBÉ,"4,967,348","Camilo, El Alfa",10580764,"['colombian pop', 'reggaeton colombiano']",2020-11-25,78,198707,E
465,118,1,2021-03-26--2021-04-02,Richer (feat. Polo G),"6,292,362",Rod Wave, , , , , , 
466,128,2,2021-03-26--2021-04-02,Tu Veneno,"6,007,541",J Balvin,29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",2021-03-19,76,157320,A#/Bb
467,49,2,2021-03-19--2021-03-26,Deserve You,"5,837,372",Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",2021-03-19,69,187239,G
468,44,2,2021-03-19--2021-03-26,2 Much,"5,794,583",Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",2021-03-19,70,152796,A
469,3,66,2020-01-17--2020-01-24,Tusa,"5,510,113","KAROL G, Nicki Minaj",17792779,"['latin', 'reggaeton', 'reggaeton colombiano']",2019-11-07,80,200960,D
470,34,29,2020-11-06--2020-11-13,Una Locura,"5,466,954","Ozuna, J Balvin, Chencho Corleone",29238936,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",2020-09-04,81,230693,F
471,61,2,2021-03-19--2021-03-26,Loved By You (feat. Burna Boy),"5,419,040",Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",2021-03-19,69,159250,C#/Db
472,181,1,2021-03-26--2021-04-02,Girls Like Us,"5,410,730",Zoe Wees,203555,['german pop'],2021-01-12,78,189000,C#/Db
473,17,4,2021-03-05--2021-03-12,Lemon Pepper Freestyle (feat. Rick Ross),"5,365,747",Drake,56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2021-03-05,76,383037,C#/Db
474,97,9,2021-02-12--2021-02-19,Esquema Preferido,"5,356,696","DJ Ivis, Tarcísio do Acordeon",342930,['piseiro'],2020-11-26,73,190680,F
475,105,14,2021-01-15--2021-01-22,Love Not War (The Tampa Beat),"5,326,719","Jason Derulo, Nuka",9778632,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",2020-11-20,79,192921,G#/Ab
476,57,2,2021-03-19--2021-03-26,Die For You (feat. Dominic Fike),"5,323,412",Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",2021-03-19,67,198426,C#/Db
477,64,12,2021-02-05--2021-02-12,Starboy,"5,302,285","The Weeknd, Daft Punk",35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",2016-11-25,83,230453,G
478,22,29,2020-10-23--2020-10-30,La Tóxica,"5,255,393",Farruko,10510156,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",2020-07-24,78,180520,A
479,181,3,2021-03-12--2021-03-19,Coração Na Cama - Ao Vivo,"5,211,351",Hugo & Guilherme,435936,['sertanejo pop'],2020-11-13,77,173227,G#/Ab
480,60,1,2021-03-19--2021-03-26,Love You Different (feat. BEAM),"10,024,729",Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",2021-03-19,66,186696,G#/Ab
481,74,1,2021-03-19--2021-03-26,Somebody,"8,912,458",Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",2010-01-01,67,220920,F
482,152,1,2021-03-19--2021-03-26,White Dress,"5,796,978",Lana Del Rey,13697048,"['art pop', 'pop']",2021-03-19,65,333710,C
483,82,18,2021-02-05--2021-02-12,Polvo,"5,528,508","Nicky Jam, Myke Towers",14831925,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",2020-11-20,76,211130,B
484,138,2,2021-01-15--2021-01-22,Chemtrails Over The Country Club,"5,418,816",Lana Del Rey,13697048,"['art pop', 'pop']",2021-03-19,73,271177,E
485,37,31,2020-11-06--2020-11-13,Parce (feat. Justin Quiles),"5,312,876","Maluma, Lenny Tavárez",26769304,"['latin', 'reggaeton', 'reggaeton colombiano']",2020-08-21,78,248345,F
486,40,9,2021-02-05--2021-02-12,Ropa Cara,"5,249,427",Camilo,10580764,"['colombian pop', 'reggaeton colombiano']",2021-01-18,73,163320,E
487,25,26,2020-10-23--2020-10-30,Vida de Rico,"5,189,822",Camilo,10580764,"['colombian pop', 'reggaeton colombiano']",2020-09-21,79,187427,F#/Gb
488,182,3,2021-03-12--2021-03-19,Devil Eyes,"5,098,581",Hippie Sabotage,713486,"['edm', 'electronic trap']",2016-02-05,80,131272,C#/Db
489,141,13,2021-02-05--2021-02-12,Ponte Pa' Mi,"5,082,870",Justin Quiles,2897862,"['latin', 'reggaeton', 'trap latino']",2020-11-20,76,202373,F
490,109,1,2021-03-12--2021-03-19,Dámelo To’ (feat. Myke Towers),"6,426,522",Selena Gomez,28931149,"['dance pop', 'pop', 'post-teen pop']",2021-03-12,64,184134,G#/Ab
491,121,1,2021-03-12--2021-03-19,Patience (feat. YUNGBLUD & Polo G),"6,155,698",KSI,2010879,['uk hip hop'],2021-03-12,71,181720,G
492,56,2,2021-03-05--2021-03-12,Selfish Love (with Selena Gomez),"6,020,785",DJ Snake,7408249,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance']",2021-03-04,74,168649,F
493,12,14,2020-12-25--2021-01-01,Snowman,"5,454,807",Sia,20528724,"['australian dance', 'australian pop', 'dance pop', 'pop']",2018-11-01,77,165907,C#/Db
494,168,1,2021-03-12--2021-03-19,DAYWALKER! (feat. CORPSE),"5,439,646",Machine Gun Kelly,3868320,"['ohio hip hop', 'pop rap']",2021-03-12,74,137747,G
495,19,38,2020-08-28--2020-09-04,La Curiosidad,"5,198,514","Jay Wheeler, DJ Nelson, Myke Towers",1650912,"['latin', 'reggaeton', 'trap latino']",2020-06-12,82,219048,B
496,86,12,2021-01-22--2021-01-29,All We Got (feat. KIDDO),"5,156,937",Robin Schulz,2786366,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']",2020-10-16,74,190218,E
497,6,60,2020-03-13--2020-03-20,Say So,"5,103,528",Doja Cat,8671649,"['dance pop', 'pop']",2019-11-07,82,237893,B
498,157,9,2021-01-29--2021-02-05,Hope,"5,085,527",XXXTENTACION,29566516,"['emo rap', 'miami hip hop']",2018-03-16,84,110886,A
499,149,46,2020-06-26--2020-07-03,The Less I Know The Better,"5,084,635",Tame Impala,5064200,"['australian psych', 'neo-psychedelic']",2015-07-17,84,216320,E
500,109,6,2021-02-05--2021-02-12,I Feel It Coming,"5,079,857","The Weeknd, Daft Punk",35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",2016-11-25,80,269187,C
501,12,37,2020-08-28--2020-09-04,Mood Swings (feat. Lil Tjay),"5,068,349",Pop Smoke,6852509,['brooklyn drill'],2020-07-03,82,213333,A#/Bb
502,123,26,2020-10-23--2020-10-30,Someone To You,"5,054,881",BANNERS,419151,"['indie cafe pop', 'indie poptimism', 'modern rock', 'pop', 'pop rock']",2019-10-04,79,219801,D
503,198,1,2021-03-12--2021-03-19,To the Bone,"5,052,557",Pamungkas,1643882,['indonesian pop'],2019-06-14,81,344571,G
504,4,38,2020-06-26--2020-07-03,How You Like That,"5,023,592",BLACKPINK,23848461,"['k-pop', 'k-pop girl group']",2020-10-02,79,182956,B
505,200,1,2021-03-12--2021-03-19,LOST,"5,013,851","NF, Hopsin",5831194,"['hip hop', 'pop rap', 'rap']",2021-03-11,66,234852,F
506,158,1,2021-03-05--2021-03-12,VOCE,"5,510,906",Madame,1251372,[],2021-08-13,0,211411,G#/Ab
507,64,2,2021-02-26--2021-03-05,AP - Music from the film Boogie,"5,462,333",Pop Smoke,6852509,['brooklyn drill'],2021-02-26,75,171892,C#/Db
508,166,1,2021-03-05--2021-03-12,Life's A Mess II (with Clever & Post Malone),"5,393,459",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",2021-03-05,72,206734,F#/Gb
509,170,1,2021-03-05--2021-03-12,CHIAMAMI PER NOME,"5,321,946","Francesca Michielin, Fedez",568711,"['italian adult pop', 'italian indie pop', 'italian pop', 'italian pop rock']",2021-03-03,67,222667,A#/Bb
510,54,7,2021-01-22--2021-01-29,Antes,"5,232,377","Anuel AA, Ozuna",18306226,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",2021-01-22,73,206587,F#/Gb
511,175,1,2021-03-05--2021-03-12,Mona Lisa,"5,208,787","Booba, JSX",2161609,"['french hip hop', 'old school rap francais', 'pop urbaine', 'rap conscient']",2021-03-04,72,187362,B
512,180,1,2021-03-05--2021-03-12,Real As It Gets (feat. EST Gee),"5,170,861",Lil Baby,7816213,"['atl hip hop', 'atl trap', 'rap', 'trap']",2021-03-04,74,192804,F#/Gb
513,24,25,2020-11-06--2020-11-13,Se Te Nota (with Guaynaa),"5,168,240",Lele Pons,786461,"['latin pop', 'viral pop']",2020-09-02,77,155825,C
514,91,26,2021-01-08--2021-01-15,Head Shoulders Knees & Toes (feat. Norma Jean Martine),"5,093,408","Ofenbach, Quarterhead",432511,"['edm', 'new french touch', 'pop dance', 'tropical house']",2020-05-08,79,156960,D
515,152,23,2021-01-29--2021-02-05,Star Shopping,"5,073,657",Lil Peep,7535054,"['emo rap', 'lgbtq+ hip hop']",2015,82,142000,E
516,61,26,2020-08-21--2020-08-28,Electric Love,"5,060,903",BØRNS,1027085,"['modern alternative rock', 'modern rock', 'pop']",2015-10-16,83,218107,F#/Gb
517,112,28,2020-03-20--2020-03-27,Maniac,"5,044,929",Conan Gray,3799104,"['alt z', 'bedroom pop', 'electropop', 'indie pop', 'pop', 'post-teen pop']",2020-03-20,82,185773,G#/Ab
518,74,1,2021-02-26--2021-03-05,Only Wanna Be With You - Pokémon 25 Version,"7,464,020",Post Malone,33663701,"['dfw rap', 'melodic rap', 'rap']",2021-02-25,72,241360,G
519,38,2,2021-02-19--2021-02-26,test drive,"6,591,829",Ariana Grande,67208170,"['dance pop', 'pop', 'post-teen pop']",2021-02-19,71,122174,A
520,42,12,2020-11-06--2020-11-13,Tú Me Dejaste De Querer,"5,874,460","C. Tangana, Niño de Elche, La Húngara",1453875,['urbano espanol'],2021-02-26,75,198493,E
521,46,19,2020-11-06--2020-11-13,SO DONE,"5,440,707",The Kid LAROI,2238190,['australian hip hop'],2020-10-23,74,126521,A
522,35,27,2020-11-13--2020-11-20,Jeans,"5,145,966",Justin Quiles,2897862,"['latin', 'reggaeton', 'trap latino']",2020-08-14,75,185840,D#/Eb
523,2,61,2019-12-27--2020-01-03,ROXANNE,"5,124,742",Arizona Zervas,621200,"['pop rap', 'rhode island rap']",2019-10-10,82,163636,F#/Gb
524,83,53,2019-12-27--2020-01-03,rockstar (feat. 21 Savage),"5,115,990",Post Malone,33663701,"['dfw rap', 'melodic rap', 'rap']",2018-04-27,83,218147,F
525,185,1,2021-02-26--2021-03-05,Párteme La Cara,"5,079,580","C. Tangana, Ed Maverick",1453875,['urbano espanol'],2021-02-26,70,167867,C
526,80,57,2020-01-17--2020-01-24,Without Me,"5,016,283",Halsey,15663384,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",2018-10-04,79,201661,F#/Gb
527,33,12,2020-11-27--2020-12-04,BOOKER T,"4,995,965",Bad Bunny,36177712,"['latin', 'reggaeton', 'trap latino']",2020-11-27,77,156430,G
528,5,53,2020-03-13--2020-03-20,Intentions (feat. Quavo),"4,994,138",Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",2020-02-14,77,212867,A
529,49,22,2020-11-13--2020-11-20,Sofia,"4,982,892",Clairo,2722638,"['bedroom pop', 'indie pop', 'pop']",2019-08-02,81,188387,C
530,176,9,2021-02-12--2021-02-19,Photograph,"4,974,880",Ed Sheeran,83337783,"['pop', 'uk pop']",2014-06-21,83,258987,E
531,20,5,2021-01-15--2021-01-22,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix","6,162,453",Ariana Grande, , , , , , 
532,140,1,2021-02-19--2021-02-26,Madonna,"5,936,752","Bausa, Apache 207",961181,"['german hip hop', 'german pop']",2021-02-26,68,195734,B
533,144,1,2021-02-19--2021-02-26,CLOUDS,"5,897,983",NF,5831194,"['hip hop', 'pop rap', 'rap']",2021-02-18,69,243750,C#/Db
534,12,21,2020-10-02--2020-10-09,Wonder,"5,535,339",Shawn Mendes,1251372,[],2021-08-13,0,172693,C#/Db
535,50,5,2021-01-22--2021-01-29,Skin,"5,497,942",Sabrina Carpenter,3689546,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'viral pop']",2021-01-22,76,177500,G
536,62,17,2020-10-23--2020-10-30,Tyler Herro,"5,168,107",Jack Harlow,1053324,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",2020-10-22,76,156498,F
537,173,5,2021-02-05--2021-02-12,Remember That Night?,"5,116,325",Sara Kays,251549,"['alt z', 'indie cafe pop', 'modern indie pop', 'pop', 'social media pop']",2020-11-06,78,227186,G
538,128,3,2021-01-22--2021-01-29,Lifestyle (feat. Adam Levine),"5,059,891","Jason Derulo, Maroon 5",9778632,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",2021-01-21,78,153865,A#/Bb
539,177,7,2021-01-29--2021-02-05,Fly Away,"5,053,713",Tones And I,2820477,"['australian pop', 'pop']",2020-11-13,79,178157,E
540,37,25,2020-10-09--2020-10-16,Despeinada,"5,004,462","Ozuna, Camilo",29238936,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",2020-09-04,75,224187,G#/Ab
541,14,5,2020-10-30--2020-11-06,motive (with Doja Cat),"4,986,037",Ariana Grande,67208170,"['dance pop', 'pop', 'post-teen pop']",2020-10-30,80,167990,A#/Bb
542,28,57,2019-12-27--2020-01-03,I Don't Care (with Justin Bieber),"4,984,399",Ed Sheeran,83337783,"['pop', 'uk pop']",2019-05-10,80,219947,F#/Gb
543,14,32,2020-08-28--2020-09-04,"Ay, DiOs Mío!","5,344,862",KAROL G,1251372,[],2021-08-12,0,189840,B
544,83,11,2021-01-01--2021-01-08,"Nathy Peluso: Bzrp Music Sessions, Vol. 36","5,232,509","Bizarrap, Nathy Peluso",3134041,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino']",2020-11-27,77,171215,C#/Db
545,17,15,2020-11-06--2020-11-13,Hawái - Remix,"5,163,323","Maluma, The Weeknd",26784251,"['latin', 'reggaeton', 'reggaeton colombiano']",2020-11-05,77,200482,F#/Gb
546,22,32,2020-08-28--2020-09-04,Tattoo - Remix with Camilo,"5,120,753",Rauw Alejandro,6096559,"['puerto rican pop', 'trap latino']",2020-07-09,78,222680,A
547,151,7,2021-01-01--2021-01-08,Meia Noite (Você tem meu Whatsapp),"5,044,252",Tarcísio do Acordeon,1200248,[],2020-12-17,67,237900,B
548,143,42,2020-06-26--2020-07-03,Moonlight,"5,003,825",XXXTENTACION,29566516,"['emo rap', 'miami hip hop']",2018-03-16,83,135090,A
549,182,6,2020-10-16--2020-10-23,Thinking out Loud,"4,995,623",Ed Sheeran,83337783,"['pop', 'uk pop']",2014-06-21,82,281560,D
550,2,46,2020-05-01--2020-05-08,Toosie Slide,"4,966,878",Drake,56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2020-04-03,78,247059,C#/Db
551,167,2,2021-02-05--2021-02-12,Earned It (Fifty Shades Of Grey),"4,929,647",The Weeknd,35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",2015-08-28,69,277680,D
552,9,46,2020-06-05--2020-06-12,ily (i love you baby) (feat. Emilee),"4,908,929",Surf Mesa,132855,['tropical house'],2019-11-26,81,176547,B
553,193,1,2021-02-12--2021-02-19,Wonderwall,"4,902,737",Oasis,6478565,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",1995,78,258773,D
554,181,7,2021-01-29--2021-02-05,Everybody Dies In Their Nightmares,"4,847,224",XXXTENTACION,29566516,"['emo rap', 'miami hip hop']",2017-08-25,83,95467,G
555,27,4,2021-01-15--2021-01-22,Bad Boy (with Young Thug),"6,011,642",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",2021-01-15,76,157355,C#/Db
556,19,3,2021-01-22--2021-01-29,Lo Vas A Olvidar (with ROSALÍA),"5,963,380",Billie Eilish,47061119,"['electropop', 'pop']",2021-01-21,68,203464,E
557,152,1,2021-02-05--2021-02-12,Floating Through Space,"5,579,697","Sia, David Guetta",20528724,"['australian dance', 'australian pop', 'dance pop', 'pop']",2021-02-04,78,177801,F#/Gb
558,157,1,2021-02-05--2021-02-12,Can't Feel My Face,"5,479,407",The Weeknd,35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",2015-08-28,80,213520,A
559,89,2,2021-01-29--2021-02-05,You (with Marshmello & Vance Joy),"5,342,938",benny blanco,804613,"['electropop', 'pop', 'pop rap']",2021-01-29,73,169632,B
560,168,3,2020-03-20--2020-03-27,Call Out My Name,"5,233,359",The Weeknd,35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",2018-03-30,80,228373,C#/Db
561,14,26,2020-08-14--2020-08-21,Midnight Sky,"5,208,100",Miley Cyrus,15778531,"['dance pop', 'pop', 'post-teen pop']",2020-08-14,76,223279,E
562,175,1,2021-02-05--2021-02-12,Pressure (feat. Tove Lo),"5,197,587",Martin Garrix,14921269,"['dance pop', 'dutch edm', 'edm', 'pop', 'pop dance', 'progressive house', 'tropical house']",2021-02-05,76,144391,G
563,140,4,2021-01-22--2021-01-29,Can You Feel My Heart,"5,092,250",Bring Me The Horizon,3912138,"['melodic metalcore', 'metalcore', 'rock', 'uk metalcore']",2013-04-01,77,228147,E
564,167,2,2021-01-29--2021-02-05,Agua de Jamaica,"5,072,462",Maluma,26784251,"['latin', 'reggaeton', 'reggaeton colombiano']",2021-01-28,75,176970,A#/Bb
565,162,3,2021-01-29--2021-02-05,Mds,"5,046,418","Kawe, Mc Lele JP",444736,"['brazilian hip hop', 'funk ostentacao']",2020-05-19,72,125143,F#/Gb
566,18,23,2020-03-20--2020-03-27,Heartless,"4,995,578",The Weeknd,35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']",2020-03-20,77,198267,A#/Bb
567,20,15,2020-11-13--2020-11-20,pov,"4,906,738",Ariana Grande,67208170,"['dance pop', 'pop', 'post-teen pop']",2020-10-30,79,201882,C
568,138,49,2020-10-16--2020-10-23,Be Alright,"4,900,492",Dean Lewis,1692635,"['australian pop', 'indie cafe pop', 'pop', 'pop rock', 'post-teen pop']",2018-06-29,80,196373,B
569,174,3,2021-01-08--2021-01-15,Cry Baby (feat. DaBaby),"4,884,711",Megan Thee Stallion,4794212,"['houston rap', 'pop', 'pop rap', 'trap queen']",2020-11-20,76,137984,B
570,47,25,2020-09-25--2020-10-02,Mi Cuarto,"4,873,380",Jerry Di,149682,"['cubaton', 'dominican pop', 'pop venezolano', 'reggaeton', 'reggaeton flow', 'trap latino']",2020-04-03,76,197587,C#/Db
571,99,3,2021-01-15--2021-01-22,Ohne Dich,"5,487,774","KASIMIR1441, badmómzjay, WILDBWOYS",197320,"['german alternative rap', 'german hip hop', 'german trap', 'tekk']",2021-01-14,70,125720,B
